"LOCATION","Pays","SUBJECT","Sujet","MEASURE","Mesure","FREQUENCY","Fréquence","TIME","Temps","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"POL","Pologne","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q3","T3-2012","PC","Pourcentage","0","unité",,,53.04183,,
"POL","Pologne","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q4","T4-2012","PC","Pourcentage","0","unité",,,53.1178,,
"POL","Pologne","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q1","T1-2013","PC","Pourcentage","0","unité",,,52.86401,,
"POL","Pologne","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q2","T2-2013","PC","Pourcentage","0","unité",,,53.2338,,
"POL","Pologne","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q3","T3-2013","PC","Pourcentage","0","unité",,,53.61629,,
"POL","Pologne","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q4","T4-2013","PC","Pourcentage","0","unité",,,54.02042,,
"POL","Pologne","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q1","T1-2014","PC","Pourcentage","0","unité",,,54.64193,,
"POL","Pologne","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q2","T2-2014","PC","Pourcentage","0","unité",,,54.96735,,
"POL","Pologne","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q3","T3-2014","PC","Pourcentage","0","unité",,,55.39681,,
"POL","Pologne","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q4","T4-2014","PC","Pourcentage","0","unité",,,55.80701,,
"POL","Pologne","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q2","T2-2012","PC","Pourcentage","0","unité",,,66.37375,,
"POL","Pologne","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q3","T3-2012","PC","Pourcentage","0","unité",,,66.22734,,
"POL","Pologne","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q4","T4-2012","PC","Pourcentage","0","unité",,,66.38683,,
"POL","Pologne","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q1","T1-2013","PC","Pourcentage","0","unité",,,66.31841,,
"POL","Pologne","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q2","T2-2013","PC","Pourcentage","0","unité",,,66.57423,,
"POL","Pologne","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q3","T3-2013","PC","Pourcentage","0","unité",,,66.66652,,
"POL","Pologne","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q4","T4-2013","PC","Pourcentage","0","unité",,,66.93302,,
"POL","Pologne","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q1","T1-2014","PC","Pourcentage","0","unité",,,67.47737,,
"POL","Pologne","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q2","T2-2014","PC","Pourcentage","0","unité",,,67.9112,,
"POL","Pologne","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q3","T3-2014","PC","Pourcentage","0","unité",,,68.56205,,
"POL","Pologne","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q4","T4-2014","PC","Pourcentage","0","unité",,,68.91884,,
"POL","Pologne","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q2","T2-2012","PC","Pourcentage","0","unité",,,59.6877,,
"POL","Pologne","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q3","T3-2012","PC","Pourcentage","0","unité",,,59.618,,
"POL","Pologne","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q4","T4-2012","PC","Pourcentage","0","unité",,,59.73556,,
"POL","Pologne","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q1","T1-2013","PC","Pourcentage","0","unité",,,59.57505,,
"POL","Pologne","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q2","T2-2013","PC","Pourcentage","0","unité",,,59.89437,,
"POL","Pologne","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q3","T3-2013","PC","Pourcentage","0","unité",,,60.12912,,
"POL","Pologne","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q4","T4-2013","PC","Pourcentage","0","unité",,,60.4641,,
"POL","Pologne","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q1","T1-2014","PC","Pourcentage","0","unité",,,61.05147,,
"POL","Pologne","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q2","T2-2014","PC","Pourcentage","0","unité",,,61.42574,,
"POL","Pologne","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q3","T3-2014","PC","Pourcentage","0","unité",,,61.96844,,
"POL","Pologne","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q4","T4-2014","PC","Pourcentage","0","unité",,,62.35227,,
"PRT","Portugal","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q2","T2-2012","PC","Pourcentage","0","unité",,,58.87008,,
"PRT","Portugal","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q3","T3-2012","PC","Pourcentage","0","unité",,,58.72518,,
"PRT","Portugal","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q4","T4-2012","PC","Pourcentage","0","unité",,,57.36058,,
"PRT","Portugal","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q1","T1-2013","PC","Pourcentage","0","unité",,,57.02879,,
"PRT","Portugal","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q2","T2-2013","PC","Pourcentage","0","unité",,,57.40864,,
"PRT","Portugal","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q3","T3-2013","PC","Pourcentage","0","unité",,,58.31064,,
"PRT","Portugal","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q4","T4-2013","PC","Pourcentage","0","unité",,,58.9239,,
"PRT","Portugal","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q1","T1-2014","PC","Pourcentage","0","unité",,,59.11292,,
"PRT","Portugal","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q2","T2-2014","PC","Pourcentage","0","unité",,,59.35709,,
"PRT","Portugal","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q3","T3-2014","PC","Pourcentage","0","unité",,,59.99891,,
"PRT","Portugal","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q4","T4-2014","PC","Pourcentage","0","unité",,,60.11021,,
"PRT","Portugal","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q2","T2-2012","PC","Pourcentage","0","unité",,,65.10783,,
"PRT","Portugal","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q3","T3-2012","PC","Pourcentage","0","unité",,,64.20901,,
"PRT","Portugal","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q4","T4-2012","PC","Pourcentage","0","unité",,,63.04847,,
"PRT","Portugal","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q1","T1-2013","PC","Pourcentage","0","unité",,,62.75593,,
"PRT","Portugal","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q2","T2-2013","PC","Pourcentage","0","unité",,,63.1478,,
"PRT","Portugal","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q3","T3-2013","PC","Pourcentage","0","unité",,,63.43458,,
"PRT","Portugal","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q4","T4-2013","PC","Pourcentage","0","unité",,,64.51334,,
"PRT","Portugal","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q1","T1-2014","PC","Pourcentage","0","unité",,,65.05433,,
"PRT","Portugal","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q2","T2-2014","PC","Pourcentage","0","unité",,,65.75914,,
"PRT","Portugal","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q3","T3-2014","PC","Pourcentage","0","unité",,,66.1769,,
"PRT","Portugal","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q4","T4-2014","PC","Pourcentage","0","unité",,,66.07415,,
"PRT","Portugal","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q2","T2-2012","PC","Pourcentage","0","unité",,,61.90563,,
"PRT","Portugal","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q3","T3-2012","PC","Pourcentage","0","unité",,,61.39127,,
"PRT","Portugal","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q4","T4-2012","PC","Pourcentage","0","unité",,,60.13333,,
"PRT","Portugal","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q1","T1-2013","PC","Pourcentage","0","unité",,,59.81654,,
"PRT","Portugal","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q2","T2-2013","PC","Pourcentage","0","unité",,,60.19498,,
"PRT","Portugal","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q3","T3-2013","PC","Pourcentage","0","unité",,,60.79944,,
"PRT","Portugal","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q4","T4-2013","PC","Pourcentage","0","unité",,,61.64171,,
"PRT","Portugal","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q1","T1-2014","PC","Pourcentage","0","unité",,,61.99705,,
"PRT","Portugal","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q2","T2-2014","PC","Pourcentage","0","unité",,,62.45369,,
"PRT","Portugal","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q3","T3-2014","PC","Pourcentage","0","unité",,,62.98476,,
"PRT","Portugal","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q4","T4-2014","PC","Pourcentage","0","unité",,,62.99622,,
"SVK","République slovaque","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q2","T2-2012","PC","Pourcentage","0","unité",,,53.07312,,
"SVK","République slovaque","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q3","T3-2012","PC","Pourcentage","0","unité",,,52.84189,,
"SVK","République slovaque","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q4","T4-2012","PC","Pourcentage","0","unité",,,52.15119,,
"SVK","République slovaque","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q1","T1-2013","PC","Pourcentage","0","unité",,,53.16643,,
"SVK","République slovaque","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q2","T2-2013","PC","Pourcentage","0","unité",,,53.15399,,
"SVK","République slovaque","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q3","T3-2013","PC","Pourcentage","0","unité",,,53.37426,,
"SVK","République slovaque","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q4","T4-2013","PC","Pourcentage","0","unité",,,53.70517,,
"SVK","République slovaque","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q1","T1-2014","PC","Pourcentage","0","unité",,,54.12024,,
"SVK","République slovaque","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q2","T2-2014","PC","Pourcentage","0","unité",,,54.19411,,
"SVK","République slovaque","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q3","T3-2014","PC","Pourcentage","0","unité",,,54.16958,,
"SVK","République slovaque","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q4","T4-2014","PC","Pourcentage","0","unité",,,54.53992,,
"SVK","République slovaque","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q2","T2-2012","PC","Pourcentage","0","unité",,,66.55891,,
"SVK","République slovaque","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q3","T3-2012","PC","Pourcentage","0","unité",,,66.91579,,
"SVK","République slovaque","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q4","T4-2012","PC","Pourcentage","0","unité",,,66.46889,,
"SVK","République slovaque","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q1","T1-2013","PC","Pourcentage","0","unité",,,66.69174,,
"SVK","République slovaque","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q2","T2-2013","PC","Pourcentage","0","unité",,,66.48373,,
"SVK","République slovaque","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q3","T3-2013","PC","Pourcentage","0","unité",,,66.33799,,
"SVK","République slovaque","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q4","T4-2013","PC","Pourcentage","0","unité",,,66.07139,,
"SVK","République slovaque","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q1","T1-2014","PC","Pourcentage","0","unité",,,66.66266,,
"SVK","République slovaque","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q2","T2-2014","PC","Pourcentage","0","unité",,,67.18711,,
"SVK","République slovaque","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q3","T3-2014","PC","Pourcentage","0","unité",,,67.88618,,
"SVK","République slovaque","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q4","T4-2014","PC","Pourcentage","0","unité",,,68.60216,,
"SVK","République slovaque","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q2","T2-2012","PC","Pourcentage","0","unité",,,59.83089,,
"SVK","République slovaque","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q3","T3-2012","PC","Pourcentage","0","unité",,,59.89333,,
"SVK","République slovaque","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q4","T4-2012","PC","Pourcentage","0","unité",,,59.32882,,
"SVK","République slovaque","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q1","T1-2013","PC","Pourcentage","0","unité",,,59.95413,,
"SVK","République slovaque","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q2","T2-2013","PC","Pourcentage","0","unité",,,59.83822,,
"SVK","République slovaque","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q3","T3-2013","PC","Pourcentage","0","unité",,,59.86917,,
"SVK","République slovaque","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q4","T4-2013","PC","Pourcentage","0","unité",,,59.90309,,
"SVK","République slovaque","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q1","T1-2014","PC","Pourcentage","0","unité",,,60.40739,,
"SVK","République slovaque","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q2","T2-2014","PC","Pourcentage","0","unité",,,60.71781,,
"SVK","République slovaque","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q3","T3-2014","PC","Pourcentage","0","unité",,,61.05738,,
"SVK","République slovaque","LREM64TT","Taux d'emploi, Agée de 15 à 64 ans, Ensemble des personnes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q4","T4-2014","PC","Pourcentage","0","unité",,,61.60599,,
"SVN","Slovénie","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q2","T2-2012","PC","Pourcentage","0","unité",,,59.94024,,
"SVN","Slovénie","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q3","T3-2012","PC","Pourcentage","0","unité",,,59.81915,,
"SVN","Slovénie","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q4","T4-2012","PC","Pourcentage","0","unité",,,60.43256,,
"SVN","Slovénie","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q1","T1-2013","PC","Pourcentage","0","unité",,,59.17086,,
"SVN","Slovénie","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q2","T2-2013","PC","Pourcentage","0","unité",,,58.7635,,
"SVN","Slovénie","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q3","T3-2013","PC","Pourcentage","0","unité",,,59.57454,,
"SVN","Slovénie","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q4","T4-2013","PC","Pourcentage","0","unité",,,59.3115,,
"SVN","Slovénie","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q1","T1-2014","PC","Pourcentage","0","unité",,,59.73494,,
"SVN","Slovénie","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q2","T2-2014","PC","Pourcentage","0","unité",,,60.30791,,
"SVN","Slovénie","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q3","T3-2014","PC","Pourcentage","0","unité",,,59.92912,,
"SVN","Slovénie","LREM64FE","Taux d'emploi, Agée de 15 à 64 ans, Femmes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2014-Q4","T4-2014","PC","Pourcentage","0","unité",,,60.02933,,
"SVN","Slovénie","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q2","T2-2012","PC","Pourcentage","0","unité",,,67.1195,,
"SVN","Slovénie","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q3","T3-2012","PC","Pourcentage","0","unité",,,67.09464,,
"SVN","Slovénie","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2012-Q4","T4-2012","PC","Pourcentage","0","unité",,,67.8395,,
"SVN","Slovénie","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q1","T1-2013","PC","Pourcentage","0","unité",,,67.14005,,
"SVN","Slovénie","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q2","T2-2013","PC","Pourcentage","0","unité",,,66.61894,,
"SVN","Slovénie","LREM64MA","Taux d'emploi, Agée de 15 à 64 ans, Hommes","STSA","Série en niveau, taux ou quantité, c.v.s.","Q","Trimestrielle","2013-Q3","T3-2013","PC","Pourcentage","0","unité",,,67.62435,,
