"Nom / Raison sociale","Commune","Code postal","Paiements directs aux agriculteurs (Feaga)","Autres paiements Feaga","Paiements Feader (hors pr�ts bonifi�s)","Paiements pr�ts bonifi�s (Feader)","Montant total"
"GAEC DES PEUPLIERS","BERNAY",27300,106223.52,0,0,0,106223.52
"GAEC DES PRENARDS","CHOUVIGNY",3450,76329.22,0,30149.26,0,106478.48
"GAEC DES PRES VERTS","ERBRAY",44110,79620.27,0,28390,0,108010.27
"GAEC DES PROMENEURS","LONGCHAMPS SUR AIRE",55260,98798.66,0,7232.96,0,106031.62
"GAEC DES QUATRE SAISONS","CAROLLES",50740,70516.03,0,35727.93,0,106243.96
"GAEC DES ROCHERS BLEUS","SAINT MICHEL CHEF CHEF",44730,84707.44,0,21224.38,242.98,106174.8
"GAEC DES SAULX RIBAULT","SAINT MARTIN DE NIGELLES",28130,106322.48,0,0,0,106322.48
"GAEC DES TRADITIONS FERMIERES","FAY SUR LIGNON",43430,27378.55,0,78222.31,829.26,106430.12
"GAEC DES TROIS LAUNAY","CELLIER",44850,107686.66,0,0,0,107686.66
"GAEC DES TROIS PETITS COCHONS","LALIZOLLE",3450,52238.71,0,55100.14,0,107338.85
"GAEC DES TROIS PUITS","OFFIGNIES",80290,105778.24,0,0,1835.24,107613.48
"GAEC DES TROIS SAULES","LOUPMONT",55300,105862.99,0,0,221.6,106084.59
"GAEC DES VIGNES","SERVIGNY LES RAVILLE",57530,100850.76,0,6560,0,107410.76
"GAEC D'ETRAYE","ETRAYE",55150,91251.49,0,16281.7,0,107533.19
"GAEC D'HARZILLEMONT","HAGNICOURT",8430,90770.92,0,17679.55,0,108450.47
"GAEC DOMAINE DES POTHIERS","VILLEMONTAIS",42155,7791.76,94654.5,5297.04,84.76,107828.06
"GAEC DU BOIS VINOT","CHATENOY LE ROYAL",71880,93404.1,0,14730.44,0,108134.54
"GAEC DU BRIN D'AUVERGNE","LAPTE",43200,50683,0,44683.78,11697.12,107063.9
"GAEC DU BRIONNEAU","MEIGNANNE",49770,93611.41,0,12875.84,0,106487.25
"GAEC DU BUISSON BOUILLON","VIEUVICQ",28120,106698.25,0,0,0,106698.25
"GAEC DU CHAMP DU BOURG","FARGES LES CHALON",71150,106711.56,0,0,299.56,107011.12
"GAEC DU CHAMP ROUGE","VIGEANT",86150,106456.04,0,0,0,106456.04
"GAEC DU CHAROLAIS","PEUVILLERS",55150,106429.75,0,0,0,106429.75
"GAEC DU CHARTIER","BIOLLET",63640,50284.31,0,57520.97,117.54,107922.82
"GAEC DU CHAUFOUR","BUIRE",2500,107023.18,0,0,0,107023.18
"GAEC DU CREUSET BREANT","ECROSNES",28320,106896.85,0,0,0,106896.85
"GAEC DU DOMAINE DES CUINS","TOULON SUR ALLIER",3400,107151.86,0,0,0,107151.86
"GAEC DU FALLAIS","SALLE ET CHAPELLE AUBRY",49110,107222.76,0,0,0,107222.76
"GAEC DU FRESQUEL","FLORENTIN LA CAPELLE",12140,73415.57,0,33181.74,0,106597.31
"GAEC DU GIROUX","RIGNIEUX LE FRANC",1800,106896.78,0,0,0,106896.78
"GAEC DU GRAND MAYE","LEFFONDS",52210,90054.35,0,17751.68,0,107806.03
"GAEC DU LION D'OR","SARS POTERIES",59216,106454.42,0,0,0,106454.42
"GAEC DU MONT BROGNY","MOROGES",71390,89857.84,0,17055.16,0,106913
"GAEC DU MOULIN VARRET","ARBIGNY",1190,76359.92,0,30268.3,0,106628.22
"GAEC DU PETIT BOIS","BANASSAC",48500,21322.41,0,84761.05,0,106083.46
"GAEC DU PLESSIS","ARGENTON SUR CREUSE",36200,89848.09,0,15957.88,1478.32,107284.29
"GAEC DU PONT","BEAULIEU SOUS PARTHENAY",79420,93540.01,0,12057.22,1847.8,107445.03
"GAEC DU PONT DE PIERRE","DOLMAYRAC",47110,48175.01,0,56477.3,1665.14,106317.45
"GAEC DU PRIEURE","EXOUDUN",79800,93226.8,0,13938.06,0,107164.86
"GAEC DU PUITS GAILLARD - LAURENT","MARTINVELLE",88410,106232.65,0,0,0,106232.65
"GAEC DU ROCHET COURTOIS PERRIN","ORCHAMPS VENNES",25390,60797.25,0,47336.13,351.64,108485.02
"GAEC DU ROSSIGNOL","COIGNEUX",80560,106456.19,0,0,997.38,107453.57
"GAEC DU TRISKEL","SAINT DENIS DE VILLENETTE",61330,60834.03,0,46222.23,0,107056.26
"GAEC DUBAN","ATHIE",89440,98841.55,0,9033.16,0,107874.71
"GAEC DUCROT","PUGEY",25720,95897.37,0,11839.11,0,107736.48
"GAEC DUFRAIGNE MICHEL CHRISTIAN","TAGNIERE",71190,80092.42,0,28165.53,0,108257.95
"GAEC FERME DE TURENNE","BAZEILLES",8140,102627.93,0,4800,0,107427.93
"GAEC FERRANDON","DOYET",3170,85234.8,0,21227.44,232.16,106694.4
"GAEC FERROUX FRERES","SAVILLY",21430,62479.47,0,43902.39,0,106381.86
"GAEC GADET-COPET","MOLLES",3300,72093.4,0,33283.56,1278.7,106655.66
"GAEC GERARD BAILLY ET FILS","UXELLES",39130,30856,0,76597.62,0,107453.62
"GAEC GHEERAERT","CHATILLON SUR SEINE",21400,93360.87,0,12925.52,0,106286.39
"GAEC GIZARDIN","JANAILHAC",87800,86415.18,0,18490.34,2986.22,107891.74
"GAEC GOUNY","VEYRIERES",19200,55267.25,0,53229.6,0,108496.85
"GAEC GOUSSU NEUVY","NEUVY EN DUNOIS",28800,108104.94,0,147.61,0,108252.55
"GAEC GUELLEC","SCAER",29390,106864.72,0,0,0,106864.72
"GAEC GUYON","CHENOU",77570,107551.08,0,0,0,107551.08
"GAEC HUMBLOT SERRUROT","PARCEY",39100,107064.79,0,0,0,107064.79
"GAEC ISOPE LAMBERT","CHALONNES SOUS LE LUDE",49490,104563.67,0,0,2553.96,107117.63
"GAEC JACQ","LEUHAN",29390,107825.92,0,0,0,107825.92
"GAEC JARDINS GERARDOT","OLLEY",54800,108474.99,0,0,0,108474.99
"GAEC KOEHLY","RECHESY",90370,106191.15,0,0,391.68,106582.83
"GAEC LA BOULEURE","PLIBOUX",79190,107044.02,0,0,0,107044.02
"GAEC LA CORMENAIS","ALLAIRE",56350,107688.25,0,0,0,107688.25
"GAEC LA COTE","BADAROUX",48000,70717.36,0,32703.08,3072.88,106493.32
"GAEC LA FRAPINIERE","NANTEUIL",79400,89083.25,0,17162.51,0,106245.76
"GAEC LA GARDE","BONNY SUR LOIRE",45420,99485.58,0,6827.07,39.92,106352.57
"GAEC LA RIVIERE","BOIS DE CENE",85710,91122.46,0,15781.54,0,106904
"GAEC LA ROBINAIS","CHAVAGNE",35310,99989.06,0,6056.63,0,106045.69
"GAEC LA TOUR ET LA GLYCINE","COZES",17120,108426.96,0,0,0,108426.96
"GAEC LANGLET","GACOGNE",58140,66456.37,0,39684.86,0,106141.23
"GAEC LASSAUSSE","REMONCOURT",88800,108479.08,0,0,0,108479.08
"GAEC LAURENSOT","LOSSE",40240,106248.46,0,0,0,106248.46
"GAEC LAURENT","POIX",51460,107422.11,0,0,0,107422.11
"GAEC LE BOIS D'ARAIZE","MARTIGNE FERCHAUD",35640,94099.64,0,12164.72,0,106264.36
"GAEC LE BOIS SOLEIL","APREMONT",85220,106533.46,0,-881.43,534.08,106186.11
"GAEC LE CHALUS","FORCALQUIER",4300,54756.63,0,52237.02,0,106993.65
"GAEC LE COIN","MIEUSSY",74440,37922.94,0,67850.65,1178.8,106952.39
"GAEC LE COLOMBIER","SAINT GERMAIN DES PRES",45220,98560.51,0,9828.8,0,108389.31
"GAEC LE GRAND LIEU","SOULLANS",85300,62845.95,0,43658.96,0,106504.91
"GAEC LE JARDIN MARRONNIER","LAMOTTE BULEUX",80150,106662.07,0,0,0,106662.07
"GAEC LE MERINOS","BARLES",4140,74986.66,0,32447.7,0,107434.36
"GAEC LE MONT","PALADRU",38850,85722.52,0,19599.48,1776.12,107098.12
"GAEC LE PETIT CORBASSON","GIROLLES",45120,106642.37,0,0,0,106642.37
"GAEC LEFEVRE","BLACY",51300,107911.85,0,0,0,107911.85
"GAEC LEGRAND LA FARQUERIE","VILLENEUVE LES GENETS",89350,99970.17,0,7216.64,0,107186.81
"GAEC LEMAIRE","FONTAINE SAINT LUCIEN",60480,107703.33,0,0,0,107703.33
"GAEC L'EMETIERE","FORET SUR SEVRE",79380,76610.07,0,29640.76,0,106250.83
"GAEC L'EPINETTE","GUICHEN",35580,48291.44,0,59200,0,107491.44
"GAEC LES ABOUCHARDS","SAINT HILAIRE DES LOGES",85240,95301.7,0,12025.3,0,107327
"GAEC LES CHAZALS","RECOULES D AUBRAC",48260,54309.23,0,53331.27,0,107640.5
"GAEC LES CORMIERS","BRUFFIERE",85530,107006.86,0,0,0,107006.86
"GAEC LES PLAINES DU BUECH","MISON",4200,65450.97,0,41220.13,0,106671.1
"GAEC LES TROIS R","PAIZAY LE TORT",79500,104965.44,0,0,1227.86,106193.3
"GAEC LESAGE","CHEZY",3230,100818.39,0,5512.49,0,106330.88
"GAEC MAISON NEUVE","CHAMPAGNE LES MARAIS",85450,48970.9,0,58813.08,0,107783.98
"GAEC MALLET","COULOGNE",62137,61256.89,0,43549.14,2006.48,106812.51
"GAEC MARCHAND","SAZERET",3390,90529.05,0,14274.48,1886.4,106689.93
"GAEC MARCHAND VAROQUIER","VIRGINY",51800,106438.3,0,0,0,106438.3
"GAEC MATRINGHEM","BERTANGLES",80260,107890.39,0,0,0,107890.39
"GAEC MAUGAIN GUYOT","CHAPELLE D HUIN",25270,50932.61,0,53488.2,1850.1,106270.91
"GAEC MINIVAL","SAINT ROMAIN LACHALM",43620,61248.1,0,45910.7,818.48,107977.28
"GAEC MONTJOIE","MURAT",3390,74687.48,0,32070.8,216.56,106974.84
"GAEC MONTMARINE","JUVIGNE",53380,99881.58,0,6283.06,0,106164.64
"GAEC MOREAU","GOURGE",79200,90521.15,0,16032.18,582.64,107135.97
"GAEC MOREAU","NEUVY GRANDCHAMP",71130,99376.61,0,5788.12,2111.74,107276.47
"GAEC PARFAIT PERE ET FILS","VIEVY",21230,79116.03,0,27187.99,0,106304.02
"GAEC RABOISSON","LUGARDE",15190,59851.87,0,41953.24,5651.78,107456.89
"GAEC RAVE","VINEUSE",71250,85029.57,0,22728.65,21.02,107779.24
"GAEC REVILLE BIO","REVILLE AUX BOIS",55150,90397,0,16280.73,0,106677.73
"GAEC ROUDIER","FAUX MAZURAS",23400,66243.77,0,38784.05,2090.48,107118.3
"GAEC SAINT NICOLAS","MAIZEY",55300,106453.43,0,0,0,106453.43
"GAEC SAINTE MARIE","AUMETZ",57710,100505.25,0,7600,0,108105.25
"GAEC SAUNOIS","ETAIS",21500,100555.24,0,6897.6,341.72,107794.56
"GAEC VALLEE SAINT-MARTIN","TROISVILLES",59980,107139.49,0,0,0,107139.49
"GAEC VAN ISACKER","HALLOY LES PERNOIS",80670,107974.47,0,0,0,107974.47
"GAEC VERDOOLAEGHE","COINCY",2210,107235.09,0,0,0,107235.09
"GAEC VERHOESTRAETE","BORAN SUR OISE",60820,96092.71,0,10230.36,0,106323.07
"GAEC VIGNAIS","GREZ NEUVILLE",49220,106997.26,0,0,384.72,107381.98
"GAEC VINET","MOEZE",17780,103875.18,0,4226.17,0,108101.35
"GAEC VULCAIN","DUGNY SUR MEUSE",55100,94769.42,0,13237.02,0,108006.44
"GDMA 36","CHATEAUROUX CEDEX",36018,0,0,106455.2,0,106455.2
"GROUP PASTORAL ALPES PROVENCE","GRIMAUD",83310,0,0,108278.78,0,108278.78
"LE CELLIER DU PIC","ASSAS",34820,0,106842.47,0,0,106842.47
"OFFICE NATIONAL DES FORETS","GAP",5000,0,0,106844.02,0,106844.02
"PASCAL MASSONDE","SOURAIDE",64250,0,0,107771.29,0,107771.29
"SARL BANANES DU MALGRE TOUT","TRINITE",97220,0,0,108252.95,0,108252.95
"SARL BOUTILLIER","ALLONNE",60000,92347.81,0,15185,0,107532.81
"SAS BRUNEL","BOSC ROGER SUR BUCHY",76750,106341.44,0,0,0,106341.44
"SCA DE LA SABLIERE","MOULINS SUR YEVRE",18390,107286.46,0,0,0,107286.46
"SCA QUERCY PRIMEURS","MOISSAC",82200,0,107824.68,0,0,107824.68
"SCA TERLAND","DUN SUR AURON",18130,108353.98,0,0,0,108353.98
"SCEA BAHU","MARIZY SAINT GENEVIEVE",2470,108043.79,0,0,0,108043.79
"SCEA BERTRAND ALAIN","SAINT HILAIRE LE GRAND",51600,107735.38,0,0,0,107735.38
"SCEA BOURON VILLE HAUTE","PROVINS",77160,106845.82,0,0,0,106845.82
"SCEA BOUSSARD","NITRY",89310,108447.77,0,0,0,108447.77
"SCEA CADE","BANOGNE RECOUVRANCE",8220,108348.78,0,0,0,108348.78
"SCEA CHAMP DU PUITS","CHARNY",89120,92915.23,0,14104.05,0,107019.28
"SCEA COCHET","VILLEROMAIN",41100,91103.74,0,17100,0,108203.74
"SCEA COTE DE LA JUSTICE","AIRAINES",80270,106874.9,0,0,0,106874.9
"SCEA CULLOT","CHALONS SUR VESLE",51140,106709.29,0,0,0,106709.29
"SCEA DE BERTRO","PISSOS",40410,96003.02,0,9505.1,711.38,106219.5
"SCEA DE BRAUVILLIERS","BRAUVILLIERS",55170,100418.16,0,7600,0,108018.16
"SCEA DE CHAUVILLIERS","SAINT LEGER DES AUBEES",28700,106030.17,0,0,0,106030.17
"SCEA DE CLANAY","CHAMPENOISE",36100,106050.8,0,0,0,106050.8
"SCEA DE LA GARENNE","REMENNECOURT",55800,106594.37,0,0,0,106594.37
"SCEA DE LA RESERVE DE BALORRE","CRONAT",71140,57786.03,0,49172.03,0,106958.06
"SCEA DE LA SALLE","FONTENOUILLES",89120,99775.06,0,7332.8,0,107107.86
"SCEA DE LA TETARDE","SEVRY",18140,107974.85,0,0,0,107974.85
"SCEA DE LA VALLEE","CUTS",60400,106921.87,0,0,0,106921.87
"SCEA DE L'EPINE","SOMME TOURBE",51600,107575.47,0,0,0,107575.47
"SCEA DE MAISONNEUVE","BRECY",18220,98929.84,0,7600,0,106529.84
"SCEA DE MONCEVILLE","INTVILLE LA GUETARD",45300,107417.87,0,0,0,107417.87
"SCEA DE PRAT JOUCLA","VAUX",31540,107755.78,0,0,0,107755.78
"SCEA DE SAINT GERMAIN","BERCHERES SAINT GERMAIN",28300,106302.23,0,0,0,106302.23
"SCEA DE SANS SOUCI","COUPEVILLE",51240,107732.68,0,0,0,107732.68
"SCEA DE SAINT THOMAS","THIMERT GATELLES",28170,107412.08,0,0,0,107412.08
"SCEA DE VILLEBOIN","PRESLY",18380,107983.44,0,0,0,107983.44
"SCEA DE VILLEMENT","SAINT AOUSTRILLE",36100,107558.26,0,0,0,107558.26
"SCEA DE WARNAVILLERS","ROUVILLERS",60190,107260.79,0,0,0,107260.79
"SCEA DEJAIFFE","ASSAINVILLERS",80500,106435.61,0,0,0,106435.61
"SCEA DELAVIER","BONNIERES",62270,106955.94,0,0,0,106955.94
"SCEA DES 2 AILES","SAINT DIDIER EN DONJON",3130,103583.1,0,2756.24,0,106339.34
"SCEA DIEHL","BRISSAY CHOIGNY",2240,106215.85,0,0,0,106215.85
"SCEA D'OLBREUSE","USSEAU",79210,92305.8,0,15734.07,0,108039.87
"SCEA DOMAINE BOHR","BERSTETT",67370,0,108435.57,0,0,108435.57
"SCEA DOMAINES RURAUX","MONSAGUEL",24560,108101.57,0,0,0,108101.57
"SCEA DU BARILLON","CIVRAY",18290,107705.42,0,0,0,107705.42
"SCEA DU CHENU","MOURMELON LE PETIT",51400,106298.99,0,0,0,106298.99
"SCEA DU DOMAINE D'AGLAN","BONA",58330,98003.48,0,7569.6,644.42,106217.5
"SCEA DU DOMAINE DE SAINT DENIS","SAUVETERRE SAINT DENIS",47220,106566.35,0,0,0,106566.35
"SCEA DU MOULIN DES PRES","NEUILLY SAINT FRONT",2470,107116.22,0,0,0,107116.22
"SCEA DU PLAIX","SERRUELLES",18190,107412.59,0,0,0,107412.59
"SCEA DU TAILLAT","LUSSAN",32270,100219.74,0,6357.12,0,106576.86
"SCEA DU THUREAU","VALLENAY",18190,93389.51,0,12898.18,0,106287.69
"SCEA DUMONT","BOUCHON",80830,106719.73,0,0,0,106719.73
"SCEA FERME DE M0SCOU","PROSNES",51400,106549.76,0,0,0,106549.76
"SCEA FERME DE VIARMES","BELLOY EN FRANCE",95270,107849.71,0,0,0,107849.71
"SCEA FERME DU CHARME","OULCHY LA VILLE",2210,107057.67,0,0,0,107057.67
"SCEA GASSIOT BITALIS","MASCARAAS HARON",64330,93879.87,0,13355.51,0,107235.38
"SCEA GEROULT PELLETIER","PLAIMPIED GIVAUDINS",18340,106894.42,0,0,0,106894.42
"SCEA LA BAUDETTE","BREUIL MAGNE",17870,108256.38,0,0,0,108256.38
"SCEA LA CHARNAYE","VILLEQUIERS",18800,107318.35,0,0,0,107318.35
"SCEA LA FOURMILIERE DE RARAY","RARAY",60810,106169.94,0,0,0,106169.94
"SCEA LA GARENNE","TRIMOUILLE",86290,106840.49,0,0,0,106840.49
"SCEA LAHAYE FRERES","ORMOY LES SEXFONTAINES",52310,99021.56,0,7600,0,106621.56
"SCEA MAS DE CAZEUNEVE","ARLES",13200,108416.36,0,0,0,108416.36
"SCEA PROOT","HERLEVILLE",80340,106893.91,0,0,0,106893.91
"SCEA RIOU","LAMOTTE BREBIERE",80450,106497.91,0,0,0,106497.91
"SCEA SCIEUR","BAYEL",10310,108124.81,0,0,0,108124.81
"SCEA SORGES","LANDERROUAT",33790,31905.84,74113.34,0,0,106019.18
"SCEA TASSOT","ANNELLES",8310,103903.24,0,4305.98,0,108209.22
"SCEA TERRIER","LUTZ EN DUNOIS",28200,108067.76,0,0,0,108067.76
"SCEA THIERRY","MOUSSY LE VIEUX",77230,106095.3,0,0,0,106095.3
"SEGT","PORT LOUIS",97117,108024.49,0,0,0,108024.49
"SOC COOP AGRIC LES COLLINES DU BOURDIC","BOURDIC",30190,0,107294.22,0,0,107294.22
"SYNDICAT MIXTE DE LA JEUNE LOIRE","SEAUVE SUR SEMENE",43140,0,0,107465.9,0,107465.9
"VAYSSIERE -GAEC DE LA-","MOYRAZES",12160,58177.88,0,48483.34,0,106661.22
"ASSOCIATION PROD FRUITS ET LEGUMES COTEAUX DU VENTOUX","MAZAN",84380,0,104844.6,0,0,104844.6
"ASSOCIATION SAONE BRESSE REVERMONT","LOUHANS",71500,0,0,105029.18,0,105029.18
"BIODEAL","LYON",69008,0,0,104553.68,0,104553.68
"COMMUNAUTE DE COMMUNES DE LA REGION DE GACE","GACE",61230,0,0,104230.28,0,104230.28
"COMMUNAUTE DE COMMUNES DES LOGES","JARGEAU",45150,0,0,104823.66,0,104823.66
"COMMUNAUTE DE COMMUNES VALLEE DE LA JONTE","MEYRUEIS",48150,0,0,105396.8,0,105396.8
"COMMUNE D ARNAY LE DUC","ARNAY LE DUC",21230,0,0,105276,0,105276
"COMMUNE DE BRIENON SUR ARMANCON","BRIENON SUR ARMANCON",89210,0,113.06,104590.6,0,104703.66
"COMMUNE DE MENESTREAU-EN-VILETTE","MENESTREAU EN VILLETTE",45240,0,155.72,103448,0,103603.72
"COMMUNE DE REMALARD","REMALARD",61110,0,0,105664.68,0,105664.68
"COMMUNE DE SORNAC","SORNAC",19290,0,141,105589.7,0,105730.7
"COOPERATIVE OLEICOLE LE MOULIN DES PENITENTS","MEES",4190,0,0,105436.1,0,105436.1
"DOMAINE DE HOMBOURG","HOMBOURG",68490,104325.08,0,0,0,104325.08
"DRAAF PAYS DE LA LOIRE","NANTES",44000,0,0,105460.1,0,105460.1
"EARL ADAM","NOLAY",58700,74594.38,0,30617.57,681.4,105893.35
"EARL BAGATELLE","THENORGUES",8240,104322.42,0,0,0,104322.42
"EARL BARBES PIGNAGNON","SAINT GEIN",40190,104972.51,0,0,647,105619.51
"EARL BEAULIEU","PATAY",45310,98049.89,0,7522.56,0,105572.45
"EARL BEAURAIN ERIC ET NADINE","BUIGNY LES GAMACHES",80220,104191.01,0,0,0,104191.01
"EARL BOURGEOIS","CHARMES LA GRANDE",52110,97295.28,0,7823.08,0,105118.36
"EARL BOUTES","MEZERVILLE",11410,93201.16,0,12720,0,105921.16
"EARL BOUVRAIN VILLEGRUIS","LOUAN VILLEGRUIS FONTAINE",77560,99587.17,0,5893.57,0,105480.74
"EARL BRODIER","FLEVILLE LIXIERES",54150,96246.28,0,7584,0,103830.28
"EARL BURDIN","SAINT REMY EN L EAU",60130,82809.1,0,21284.46,0,104093.56
"EARL CARETTE NICOLAS","ANGUILCOURT LE SART",2800,103590.87,0,0,0,103590.87
"EARL CHAMPION DROUILLY","TRECON",51130,104947.1,0,0,0,104947.1
"EARL CHAMPORIN","SOUGY",45410,103550.82,0,0,0,103550.82
"EARL CHARLET JEAN MARIE","COURCHAMP",77560,104718.95,0,0,0,104718.95
"EARL CHATELAIN DE GIVRY","GIVRY",8130,104549.97,0,0,0,104549.97
"EARL COLLIER","BRICON",52120,91839.83,0,13277.04,0,105116.87
"EARL CRAPIER","PLEINE SELVE",2240,105599.93,0,0,0,105599.93
"EARL DAMERON","NEUILLY",58420,89201.23,0,14973.8,0,104175.03
"EARL DAUDRE","LAGNY LE SEC",60330,105754.21,0,0,0,105754.21
"EARL DAULLE","PIERRE LEVEE",77580,104816.48,0,0,0,104816.48
"EARL DE CHAUMANCON","MIGENNES",89400,98035.92,0,5924.48,0,103960.4
"EARL DE COURTEVROUST","MAISON ROUGE",77370,84777.88,0,20335.38,0,105113.26
"EARL DE CRANGY","CHATILLON EN BAZOIS",58110,93808.72,0,9005.2,761.24,103575.16
"EARL DE LA BORDE","EGLIGNY",77126,105460.56,0,0,0,105460.56
"EARL DE LA FERME DE MAUREGARD","REUIL SUR BRECHE",60480,98541.05,0,5535.25,0,104076.3
"EARL DE LA GARENNE","MIRADOUX",32340,96110.86,0,9666.24,0,105777.1
"EARL DE LA GRAND COUR","BREGY",60440,103648.11,0,0,0,103648.11
"EARL DE LA MOTTE","GUISE",2120,105063.24,0,0,0,105063.24
"EARL DE LA PETITE CHAVEE","SAINT MARD SUR LE MONT",51330,101470.64,0,2773.48,0,104244.12
"EARL DE LA PLANTE VERTE","BARISEY AU PLAIN",54170,96144.84,0,7413.76,0,103558.6
"EARL DE LA TETE D'OR","BASSING",57260,103676.7,0,0,0,103676.7
"EARL DE LA TONNILLE","PLANAY",21500,92791.1,0,12000,0,104791.1
"EARL DE LA VALLEE","GERMIGNEY",39380,95956.4,0,7581.12,0,103537.52
"EARL DE LAPEZE","MASCARAS",32230,96703.53,0,8293.41,0,104996.94
"EARL DE L'ILE DE LA CROIX","PAGNY LA BLANCHE COTE",55140,83082.71,0,21183.31,0,104266.02
"EARL DE L'ORATOIRE","SAINT MESMES",77410,98483.85,0,5495.22,0,103979.07
"EARL DE MONTEMAFROY","DAMMARD",2470,104653.79,0,0,0,104653.79
"EARL DE MOUSSEAU","LUCENAY LES AIX",58380,105656.64,0,0,0,105656.64
"EARL DE PARNAY","PARNAY",18130,103928.92,0,0,0,103928.92
"EARL DE PUY COURTET","MOUSSAC",86150,95237.87,0,10511.7,0,105749.57
"EARL DE SAINT DIDIER","HAUTE AMANCE",52600,97169.89,0,7407.36,0,104577.25
"EARL DE SARMADE","VICQ EXEMPLET",36400,97872.68,0,7600,80.92,105553.6
"EARL DE VAILLY","CHEZY EN ORXOIS",2810,104673.14,0,0,0,104673.14
"EARL DE VIGNESEUIL","CHAMBLY",60230,105595.06,0,0,0,105595.06
"EARL DELANERY-RENARD","TILLOY ET BELLAY",51460,103608.82,0,0,0,103608.82
"EARL DES BREVIAIRES","HAUSSIMONT",51320,103840.71,0,0,0,103840.71
"EARL DES IRIS","MONTHAIRONS",55320,98081.75,0,6059.82,0,104141.57
"EARL DES NOUETTES","GROSSOUVRE",18600,105688.83,0,0,0,105688.83
"EARL DES PATROUILLATS","IVOY LE PRE",18380,97184.56,0,7559.36,738.98,105482.9
"EARL DES SOURCES DE MONTARMET","SALIVES",21580,98183.51,0,7453.76,0,105637.27
"EARL DES TILLEULS","SEICHAMPS",54280,103884.13,0,0,0,103884.13
"EARL DES TOURNELLES","VEZ",60117,105280.3,0,0,0,105280.3
"EARL DES TROIS CEDRES","GRENADE",31330,97621.05,0,8000,0,105621.05
"EARL DESPONS","URGONS",40320,105586.65,0,0,0,105586.65
"EARL DOMAINE DU VERGER","LIGLET",86290,95227.12,0,10216.68,0,105443.8
"EARL DU BERRURIER","VARENNES SOUS DUN",71800,105130.07,0,0,0,105130.07
"EARL DU BOIS MANGO","FLAUCOURT",80200,105496.91,0,0,0,105496.91
"EARL DU CHEVRIER","PRESSIGNY LES PINS",45290,105397.91,0,0,0,105397.91
"EARL DU DOMAINE SIMON","GUIGNICOURT",2190,105424.8,0,0,0,105424.8
"EARL DU HAUT VERNEUIL","VIGOUX",36170,103959.72,0,647.73,0,104607.45
"EARL DU LEVANT","FONTAINES EN DUESMOIS",21450,105669.36,0,0,0,105669.36
"EARL DU POINT DU JOUR","MAASAINT ET VIOLAINE",2220,104919.62,0,0,0,104919.62
"EARL DU TILLOLET","AUTRECHES",60350,105349.73,0,0,0,105349.73
"EARL FAURIEN","FRANCOIS",97240,102925.69,0,2132.86,0,105058.55
"EARL FERME DE BEMONT","RUSSY BEMONT",60117,104697.68,0,0,0,104697.68
"EARL GALLOIS-DELANERY","COURTISOLS",51460,105714.57,0,0,0,105714.57
"EARL GOBBINI AGRI","GAZAUPOUY",32480,104797.84,0,0,0,104797.84
"EARL GREGOIRE","CERQUEUX SOUS PASSAVAN",49310,27874.59,77435,0,0,105309.59
"EARL GREGOIRE BENOIT","CAMPREMY",60480,96253.84,0,7595,0,103848.84
"EARL GUILLEMAIN","PAZY",58800,98882.3,0,6834.92,0,105717.22
"EARL HANUS CUIF","SAINT GERMAIN LA VILLE",51240,105936.3,0,0,0,105936.3
"EARL HELIA","MASSAC SERAN",81500,105863.43,0,0,0,105863.43
"EARL HERBIN DU JARIEL","JOUY SUR MORIN",77320,84530.75,0,19953.5,0,104484.25
"EARL JACQUET-HAUDIDIER","TOGNY AUX BOEUFS",51240,105748.67,0,0,0,105748.67
"EARL L ECHO LIMOUSIN","VALENCE D ALBIGEOIS",81340,94729.29,0,10759.98,0,105489.27
"EARL LA CROIX HUSSON","VAL DE VESLE",51360,104530.67,0,0,0,104530.67
"EARL LA FERME AUX CAILLOUX","ARCES DILO",89320,46137.66,0,57956.87,0,104094.53
"EARL LA MARAICHINE","LONGEVILLE SUR MER",85560,64692.48,0,39500.77,0,104193.25
"EARL LA MARDELLE","FLERE LA RIVIERE",36700,81857.49,0,23078.02,0,104935.51
"EARL LA PREVENDERIE","SAINT ANTOINE DU ROCHER",37360,102995.18,0,0,927.22,103922.4
"EARL LAINE","CHALIVOY MILON",18130,97639.95,0,7599.68,0,105239.63
"EARL LANGUILLAT","MOUSSY",58700,101759.35,0,3062.49,0,104821.84
"EARL LE BRUSQUET","BERRIAS ET CASTELJAU",7460,48637.08,56297.15,0,0,104934.23
"EARL LE FAITE","VENTELAY",51140,105462.48,0,0,0,105462.48
"EARL LE PAVILLON","BUCY LES PIERREPONT",2350,103984.63,0,0,0,103984.63
"EARL LE PUITS","SAINT HERMINE",85210,104608.39,0,0,0,104608.39
"EARL LES CHAMPS BLANCS","MIGNIERES",28630,100932.78,0,4433.65,0,105366.43
"EARL LES MOUETTES","POIRE SUR VELLUIRE",85770,101346.64,0,2273,0,103619.64
"EARL L'ESPERANCE","SAINT AMANT",16190,72804.79,31616.33,840,0,105261.12
"EARL LETELLIER","MONTREUIL L ARGILLE",27390,104169.2,0,0,0,104169.2
"EARL LGL","CANCON",47290,97374.55,0,7688.7,0,105063.25
"EARL MIRLANDAISE","SARCUS",60210,104448.72,0,0,0,104448.72
